gdsn_attribute_name,gdsn_occurrences,gdsn_bms_ids,gdsn_data_type,gdsn_code_list,proposed_webvoc_property,proposed_webvoc_label,proposed_webvoc_range,match_percentage,suggestion_status,auto_emit,match_reasons,second_candidate,second_percentage,third_candidate,third_percentage,source_versions,review_note,review_consensus_status,reviewer_count,accept_count,needs_human_review_count,reject_count,no_equivalent_count,mean_reviewer_confidence,reviewer_decisions,recommended_action
compulsoryAdditionalLabelInformationTypeCode/@codeListVersion,1,6779,string,,gs1:compulsoryAdditionalLabelInformationType,Compulsory Additional Label Information Type,gs1:CompulsoryAdditionalLabelInformationTypeCode,76.5,review_candidate,false,"sterke naamgelijkenis (84%); gedeelde termen: additional, compulsory, information, label; definitie-overlap: additional, compulsory, indicating, information, label, legally, packaging, required; datatype/range broadly compatible",gs1:compulsoryAdditionalLabelInformation,74.3,gs1:compulsoryAdditionalInformation,53.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,1,0,0,75.5,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=alternative gs1:compulsoryAdditionalLabelInformation: no_equivalent,Keep review-only; authoritative standards review required.
conditionValue/@measurementUnitCode,1,4610,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,66.6,review_candidate,false,"matige naamgelijkenis (60%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:value,36.1,gs1:consumerSalesCondition,22.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,76.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
consumerEndAvailabilityDateTime,1,1028,DateTime,,gs1:consumerFirstAvailabilityDateTime,Consumer First Availability Date Time,xsd:dateTime,69.1,review_candidate,false,"sterke naamgelijkenis (80%); gedeelde termen: availability, consumer, date, time; definitie-overlap: 8601, allowed, ccyy, consumers, date, ddthh, format, geography; datatype/range compatible",gs1:availabilityEnds,33.9,gs1:productionDateTime,33.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,77.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
consumerFirstAvailabilityDateTime,1,1001,DateTime,,gs1:consumerFirstAvailabilityDateTime,Consumer First Availability Date Time,xsd:dateTime,100.0,strong_candidate,false,"exacte naam; gedeelde termen: availability, consumer, date, first, time; definitie-overlap: 8601, allowed, buyer, ccyy, consumers, date, ddthh, first; datatype/range compatible",gs1:availabilityStarts,32.7,gs1:productionDateTime,31.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,96.8,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
consumerPackageDisclaimer,1,2304,Description5000,,gs1:consumerPackageDisclaimer,Consumer Package Disclaimer,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumer, disclaimer, package; definitie-overlap: additional, advertising, displaying, information, should, used; datatype/range broadly compatible",gs1:consumerLifestage,26.4,gs1:consumerProductVariant,24.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
consumerPackageDisclaimer/@languageCode,1,2305,LanguageCode,LanguageCode,gs1:consumerPackageDisclaimer,Consumer Package Disclaimer,rdf:langString,69.9,review_candidate,false,"sterke naamgelijkenis (80%); gedeelde termen: consumer, disclaimer, package; datatype/range broadly compatible",gs1:fileLanguageCode,33.3,gs1:consumerLifestage,24.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,85.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
consumerProductVariantDescription,1,8473,Description70,,gs1:consumerProductVariant,Consumer Product Variant,xsd:string,69.2,review_candidate,false,"sterke naamgelijkenis (78%); gedeelde termen: consumer, variant; definitie-overlap: change, consumer, variant; datatype/range broadly compatible",gs1:variantDescription,67.5,gs1:productionVariantDescription,51.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,3,0,0,73.8,antigravity=needs_human_review | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
consumerProductVariantIdentification,1,5905,string,,gs1:consumerProductVariant,Consumer Product Variant,xsd:string,63.6,review_candidate,false,"sterke naamgelijkenis (75%); gedeelde termen: consumer, variant; datatype/range broadly compatible",gs1:certificationIdentification,27.2,gs1:productionVariantEffectiveDateTime,24.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,65.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
consumerProductVariantReasonCode,1,5906,ReasonForCPVCode,ReasonForCPVCode,gs1:consumerProductVariant,Consumer Product Variant,xsd:string,65.3,review_candidate,false,"sterke naamgelijkenis (80%); gedeelde termen: consumer, variant; datatype/range broadly compatible",gs1:consumerSalesCondition,24.2,gs1:productionVariantEffectiveDateTime,23.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,65.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
consumerProductVariantStartEffectiveDateTime,1,8476,DateTime,,gs1:productionVariantEffectiveDateTime,Production Variant Effective Date Time,xsd:dateTime,63.1,review_candidate,false,"matige naamgelijkenis (71%); gedeelde termen: date, effective, time, variant; definitie-overlap: after, before, best, comes, date, effective, expiration, having; datatype/range compatible",gs1:consumerProductVariant,48.8,gs1:referencedFileEffectiveStartDateTime,42.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,71.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
consumerRecyclingInstructions,1,6300,Description5000,,gs1:consumerRecyclingInstructions,Consumer Recycling Instructions,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumer, instructions, recycling; definitie-overlap: accompanying, consumer, expresses, held, how, instructions, label, materials; datatype/range broadly compatible",gs1:consumerStorageInstructions,50.8,gs1:consumerUsageInstructions,49.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
consumerRecyclingInstructions/@languageCode,1,6301,LanguageCode,LanguageCode,gs1:consumerRecyclingInstructions,Consumer Recycling Instructions,rdf:langString,65.9,review_candidate,false,"sterke naamgelijkenis (81%); gedeelde termen: consumer, instructions, recycling; datatype/range broadly compatible",gs1:instructions,36.8,gs1:consumerUsageInstructions,33.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,84.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
consumerSafetyInformation,1,1469,Description70,,gs1:consumerSafetyInformation,Consumer Safety Information,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumer, information, safety; definitie-overlap: consumer, information, regarding, safety; datatype/range broadly compatible",gs1:safetyInfo,70.0,gs1:consumerHandlingStorageInfo,38.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,1,0,0,96.7,antigravity=accept | gemini=accept | deepresearch=alternative gs1:safetyInfo: needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
consumerSafetyInformation/@languageCode,1,1470,LanguageCode,LanguageCode,gs1:consumerSafetyInformation,Consumer Safety Information,rdf:langString,65.1,review_candidate,false,"sterke naamgelijkenis (79%); gedeelde termen: consumer, information, safety; datatype/range broadly compatible",gs1:safetyInfo,48.0,gs1:fileLanguageCode,32.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,84.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
consumerSalesConditionCode,1,3325,ConsumerSalesConditionTypeCode,ConsumerSalesConditionTypeCode,gs1:consumerSalesCondition,Consumer Sales Condition Code,gs1:ConsumerSalesConditionsCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: condition, consumer, sales; definitie-overlap: can, consumer, example, how, imposed, regarding, restrictions, sold; datatype/range broadly compatible",gs1:consumerSafetyInformation,33.1,gs1:targetConsumerAge,24.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
consumerSalesConditionCode/@codeListAgencyName,1,5545,string,,gs1:consumerSalesCondition,Consumer Sales Condition Code,gs1:ConsumerSalesConditionsCode,62.6,review_candidate,false,"sterke naamgelijkenis (74%); gedeelde termen: condition, consumer, sales; datatype/range broadly compatible",gs1:sizeCodeListCode,20.7,gs1:allergenSpecificationAgency,20.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,77.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
consumerSalesConditionMaximumAmount,1,6621,Measurement,,gs1:consumerSalesCondition,Consumer Sales Condition Code,gs1:ConsumerSalesConditionsCode,64.0,review_candidate,false,"sterke naamgelijkenis (75%); gedeelde termen: condition, consumer, sales; definitie-overlap: can, consumer, sold; datatype/range broadly compatible",gs1:maximumDiscountAmount,30.7,gs1:consumerSafetyInformation,24.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,0,2,0,1,64.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
consumerStorageInstructions,1,789,Description5000,,gs1:consumerStorageInstructions,Consumer Storage Instructions,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumer, instructions, storage; definitie-overlap: accompanying, consumer, expresses, held, information, instructions, label, may; datatype/range broadly compatible",gs1:consumerUsageInstructions,57.7,gs1:consumerRecyclingInstructions,50.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
consumerStorageInstructions/@languageCode,1,790,LanguageCode,LanguageCode,gs1:consumerStorageInstructions,Consumer Storage Instructions,rdf:langString,65.9,review_candidate,false,"sterke naamgelijkenis (81%); gedeelde termen: consumer, instructions, storage; datatype/range broadly compatible",gs1:instructions,37.9,gs1:consumerUsageInstructions,37.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,84.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
consumerUsageInstructions,1,791,Description5000,,gs1:consumerUsageInstructions,Consumer Usage Instructions,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumer, instructions, usage; definitie-overlap: accompanying, held, information, instructions, label, may, normally, pack; datatype/range broadly compatible",gs1:consumerStorageInstructions,57.7,gs1:consumerRecyclingInstructions,51.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
